gender|SeniorCitizen|Partner|Dependents|tenure|PhoneService|MultipleLines|InternetService|OnlineSecurity|OnlineBackup|DeviceProtection|TechSupport|StreamingTV|StreamingMovies|Contract|PaperlessBilling|PaymentMethod|MonthlyCharges|TotalCharges|Churn|PaymentMethods|tenures|Contracts|MultipleLiness|Partners|Dependentss|PhoneServices|InternetServices|OnlineSecuritys|OnlineBackups|DeviceProtections|TechSupports|StreamingTVs|StreamingMoviess|PaperlessBillings|churned|SeniorCitizens|MonthlyChargess|TotalChargess
Male|0.0|No|No|3.0|Yes|No|Fiber optic|No|Yes|No|No|No|Yes|Month-to-month|No|Electronic check|84.3|235.05|No|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|56.0|232.0
Female|0.0|No|No|1.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|70.1|70.1|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|97.0|52.0
Female|0.0|Yes|Yes|72.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Credit card (automatic)|89.75|6595.9|No|3.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|172.0|1037.0
Male|1.0|Yes|No|60.0|Yes|No|Fiber optic|No|Yes|Yes|No|Yes|Yes|One year|Yes|Electronic check|97.95|5867.0|No|0.0|33.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|513.0|664.0
Female|0.0|Yes|Yes|11.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|Yes|Mailed check|20.0|196.35|No|1.0|17.0|2.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|4.0|1971.0
Female|0.0|No|Yes|12.0|Yes|Yes|Fiber optic|Yes|No|No|No|No|No|Month-to-month|Yes|Electronic check|78.3|909.25|Yes|0.0|11.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|868.0|4540.0
Male|0.0|Yes|Yes|61.0|Yes|No|Fiber optic|No|Yes|Yes|Yes|Yes|Yes|One year|No|Credit card (automatic)|103.9|6449.15|No|3.0|36.0|2.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|833.0|1269.0
Female|0.0|No|No|39.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Credit card (automatic)|20.7|762.45|No|3.0|69.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|51.0|837.0
Male|0.0|No|No|55.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|96.8|5283.95|Yes|0.0|63.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|709.0|5047.0
Female|0.0|No|No|17.0|Yes|Yes|Fiber optic|Yes|Yes|No|No|Yes|No|Month-to-month|Yes|Electronic check|94.4|1617.5|Yes|0.0|25.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|61.0|690.0
Male|0.0|No|No|37.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Credit card (automatic)|20.15|785.75|No|3.0|56.0|2.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|7.0|2529.0
Female|0.0|Yes|No|72.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Mailed check|26.0|1776.0|No|1.0|1.0|1.0|1.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|383.0|2394.0
Male|1.0|Yes|No|72.0|Yes|Yes|DSL|No|Yes|Yes|Yes|Yes|No|Two year|No|Credit card (automatic)|77.35|5396.25|No|3.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1159.0|527.0
Female|0.0|No|No|8.0|Yes|No|DSL|Yes|No|No|Yes|No|Yes|Month-to-month|No|Bank transfer (automatic)|66.05|574.5|No|2.0|8.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|546.0|755.0
Female|0.0|Yes|Yes|22.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|19.9|400.3|No|1.0|22.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|3.0|4227.0
Female|0.0|No|No|1.0|Yes|No|Fiber optic|No|Yes|No|No|Yes|No|Month-to-month|No|Electronic check|84.3|84.3|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|56.0|1601.0
Female|0.0|No|No|38.0|Yes|Yes|DSL|No|Yes|No|Yes|No|Yes|Month-to-month|No|Credit card (automatic)|68.15|2656.3|No|3.0|67.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|981.0|1060.0
Male|0.0|No|Yes|17.0|Yes|No|DSL|No|Yes|Yes|Yes|Yes|Yes|One year|No|Electronic check|80.85|1445.95|No|0.0|25.0|2.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|48.0|1955.0
Female|1.0|No|No|70.0|Yes|Yes|DSL|No|Yes|Yes|Yes|Yes|No|Two year|Yes|Bank transfer (automatic)|75.5|5212.65|No|2.0|9.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|54.0|2156.0
Female|1.0|Yes|Yes|72.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Credit card (automatic)|92.45|6440.25|Yes|3.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|858.0|3014.0
Female|0.0|No|No|28.0|Yes|No|Fiber optic|No|No|No|No|No|Yes|Month-to-month|Yes|Electronic check|80.6|2244.95|No|0.0|68.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|83.0|1904.0
Female|0.0|No|No|15.0|Yes|No|Fiber optic|No|Yes|No|No|Yes|No|Month-to-month|Yes|Bank transfer (automatic)|83.2|1130.0|No|2.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|699.0|3119.0
Male|0.0|Yes|Yes|72.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Bank transfer (automatic)|87.55|6463.15|No|2.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|619.0|4933.0
Female|1.0|Yes|No|11.0|Yes|Yes|Fiber optic|No|No|Yes|No|Yes|Yes|Month-to-month|Yes|Electronic check|99.55|1131.2|Yes|0.0|17.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|678.0|2375.0
Male|1.0|No|No|8.0|Yes|Yes|Fiber optic|No|No|Yes|No|No|No|Month-to-month|Yes|Electronic check|81.25|585.95|Yes|0.0|8.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|520.0|5245.0
Female|0.0|Yes|No|57.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|Yes|Yes|One year|Yes|Bank transfer (automatic)|109.4|6252.7|No|2.0|55.0|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|675.0|6415.0
Male|0.0|Yes|Yes|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Bank transfer (automatic)|19.95|19.95|Yes|2.0|0.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|1.0|0.0|2.0|14.0
Female|0.0|Yes|No|46.0|No|No phone service|DSL|Yes|Yes|No|No|Yes|No|Month-to-month|No|Electronic check|45.55|2062.15|No|0.0|37.0|0.0|2.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|289.0|3413.0
Male|0.0|Yes|No|30.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Credit card (automatic)|20.7|587.1|No|3.0|40.0|2.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|51.0|148.0
Male|1.0|Yes|No|10.0|Yes|No|Fiber optic|Yes|No|No|No|No|No|Month-to-month|No|Electronic check|75.3|720.45|No|0.0|12.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|77.0|2562.0
Male|0.0|Yes|No|23.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|No|Yes|No|Month-to-month|Yes|Electronic check|99.25|2186.4|Yes|0.0|26.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|273.0|6327.0
Male|0.0|No|No|32.0|Yes|No|Fiber optic|Yes|Yes|Yes|No|No|Yes|Month-to-month|Yes|Credit card (automatic)|93.4|2979.3|No|3.0|47.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|599.0|2036.0
Male|0.0|No|No|13.0|Yes|No|Fiber optic|Yes|No|No|No|No|No|Month-to-month|Yes|Credit card (automatic)|73.75|956.65|No|3.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|493.0|5873.0
Female|0.0|No|No|39.0|Yes|No|Fiber optic|No|No|Yes|Yes|No|No|Two year|Yes|Electronic check|80.45|3201.55|Yes|0.0|69.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|40.0|1044.0
Female|0.0|No|No|44.0|Yes|No|Fiber optic|No|Yes|Yes|No|Yes|No|Month-to-month|Yes|Credit card (automatic)|88.15|3973.2|No|3.0|70.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|895.0|5845.0
Male|1.0|No|No|9.0|Yes|No|DSL|No|No|No|Yes|No|No|Month-to-month|No|Mailed check|49.2|447.9|No|1.0|10.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|238.0|711.0
Female|0.0|Yes|No|67.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|19.65|1335.2|No|1.0|18.0|1.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|5.0|2726.0
Male|0.0|Yes|Yes|9.0|Yes|Yes|Fiber optic|No|No|Yes|No|No|No|Month-to-month|Yes|Bank transfer (automatic)|79.35|661.25|Yes|2.0|10.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|257.0|2736.0
Female|0.0|No|No|15.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Electronic check|79.75|1111.85|Yes|0.0|16.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|313.0|2668.0
Female|0.0|Yes|No|71.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|Yes|Yes|Two year|Yes|Bank transfer (automatic)|105.15|7555.0|No|2.0|5.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|983.0|994.0
Male|0.0|No|No|1.0|Yes|No|DSL|No|No|No|Yes|No|No|Month-to-month|No|Credit card (automatic)|49.0|49.0|No|3.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|863.0|4778.0
Female|0.0|Yes|Yes|30.0|Yes|Yes|Fiber optic|No|No|Yes|No|Yes|Yes|Month-to-month|Yes|Electronic check|100.05|3046.15|Yes|0.0|40.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|113.0|1790.0
Male|0.0|No|No|1.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|69.35|69.35|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|145.0|276.0
Male|0.0|Yes|No|17.0|No|No phone service|DSL|No|Yes|No|No|Yes|Yes|Month-to-month|Yes|Mailed check|49.8|836.35|No|1.0|25.0|0.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|288.0|3029.0
Female|0.0|No|No|3.0|Yes|No|Fiber optic|No|No|No|Yes|No|Yes|Month-to-month|No|Electronic check|85.8|272.2|Yes|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|328.0|3882.0
Male|0.0|Yes|Yes|67.0|Yes|Yes|DSL|Yes|No|Yes|No|Yes|Yes|Two year|Yes|Electronic check|79.7|5293.4|Yes|0.0|18.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|221.0|3043.0
Male|0.0|No|No|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Bank transfer (automatic)|20.95|20.95|No|2.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|212.0|326.0
Female|1.0|No|No|1.0|Yes|Yes|DSL|No|No|No|No|No|No|Month-to-month|No|Mailed check|50.55|50.55|Yes|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|87.0|103.0
Female|1.0|Yes|No|32.0|Yes|Yes|Fiber optic|No|No|Yes|No|No|No|Month-to-month|No|Mailed check|79.3|2570.0|No|1.0|47.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|260.0|2474.0
Male|0.0|Yes|Yes|41.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Bank transfer (automatic)|19.5|798.2|No|2.0|44.0|2.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|16.0|2255.0
Male|0.0|Yes|No|1.0|Yes|No|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Electronic check|80.55|80.55|Yes|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|62.0|47.0
Female|0.0|No|No|1.0|Yes|No|DSL|No|No|No|No|No|No|Month-to-month|No|Bank transfer (automatic)|44.15|44.15|No|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|640.0|236.0
Female|0.0|Yes|Yes|12.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|No|No|Month-to-month|Yes|Electronic check|84.5|916.9|Yes|0.0|11.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|143.0|2243.0
Male|0.0|Yes|Yes|62.0|Yes|Yes|Fiber optic|Yes|Yes|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|105.5|6487.2|No|0.0|46.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|308.0|488.0
Female|0.0|No|No|22.0|Yes|No|Fiber optic|No|Yes|No|No|No|Yes|Month-to-month|Yes|Mailed check|84.3|1855.65|Yes|1.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|56.0|3989.0
Female|0.0|No|Yes|17.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|No|No|Month-to-month|Yes|Credit card (automatic)|92.7|1556.85|No|3.0|25.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1190.0|1346.0
Female|0.0|Yes|Yes|72.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Bank transfer (automatic)|26.25|1988.05|No|2.0|1.0|1.0|1.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|1164.0|4014.0
Male|0.0|Yes|Yes|56.0|Yes|Yes|Fiber optic|No|Yes|No|Yes|Yes|No|Month-to-month|Yes|Credit card (automatic)|96.95|5432.2|No|3.0|28.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1542.0|3466.0
Female|0.0|No|No|9.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|Yes|Credit card (automatic)|20.45|147.55|No|3.0|10.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|18.0|6156.0
Male|0.0|Yes|No|72.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Bank transfer (automatic)|115.8|8424.9|No|2.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|705.0|4368.0
Male|0.0|No|No|20.0|Yes|No|Fiber optic|Yes|Yes|Yes|Yes|Yes|Yes|Month-to-month|Yes|Bank transfer (automatic)|108.2|2203.7|No|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1071.0|4410.0
Male|0.0|Yes|Yes|19.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|20.2|387.4|No|1.0|38.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|15.0|1055.0
Male|0.0|No|No|2.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|67.75|116.65|Yes|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1234.0|2895.0
Male|0.0|No|No|53.0|No|No phone service|DSL|No|No|Yes|Yes|Yes|Yes|One year|No|Credit card (automatic)|54.9|3045.75|No|3.0|45.0|2.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|321.0|2693.0
Female|1.0|No|No|27.0|Yes|Yes|Fiber optic|No|No|No|No|No|Yes|Month-to-month|Yes|Electronic check|85.25|2287.25|Yes|0.0|41.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|199.0|4849.0
Male|0.0|No|No|6.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Bank transfer (automatic)|20.15|130.5|No|2.0|13.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|7.0|286.0
Male|0.0|Yes|Yes|9.0|Yes|Yes|Fiber optic|No|No|Yes|No|Yes|No|One year|Yes|Electronic check|90.35|767.9|No|0.0|10.0|2.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|192.0|5043.0
Female|0.0|Yes|Yes|8.0|Yes|Yes|DSL|No|Yes|No|No|No|No|Month-to-month|No|Electronic check|55.75|446.8|No|0.0|8.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|953.0|2990.0
Female|0.0|Yes|Yes|71.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Bank transfer (automatic)|114.6|8100.25|No|2.0|5.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1054.0|4594.0
Female|0.0|No|No|10.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Bank transfer (automatic)|80.05|830.7|Yes|2.0|12.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|254.0|1330.0
Male|0.0|No|No|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.0|20.0|Yes|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|1.0|0.0|4.0|42.0
Female|0.0|Yes|No|71.0|No|No phone service|DSL|Yes|Yes|Yes|Yes|Yes|Yes|One year|No|Bank transfer (automatic)|66.8|4689.15|No|2.0|5.0|2.0|2.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1167.0|3005.0
Male|0.0|Yes|No|68.0|Yes|No|Fiber optic|No|Yes|No|Yes|Yes|Yes|One year|Yes|Electronic check|100.3|6754.35|No|0.0|15.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|116.0|4040.0
Male|0.0|No|No|34.0|Yes|Yes|Fiber optic|No|Yes|No|Yes|Yes|Yes|Month-to-month|Yes|Electronic check|105.35|3540.65|No|0.0|54.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|171.0|3576.0
Male|0.0|No|No|26.0|Yes|No|Fiber optic|No|Yes|Yes|Yes|No|No|One year|Yes|Electronic check|85.2|2184.6|No|0.0|32.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|148.0|2839.0
Female|0.0|No|No|22.0|Yes|No|DSL|Yes|No|No|No|No|No|Month-to-month|Yes|Credit card (automatic)|48.8|1054.6|Yes|3.0|22.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|161.0|2200.0
Male|0.0|No|No|7.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|Yes|Mailed check|18.95|130.55|No|1.0|7.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|356.0|920.0
Female|0.0|Yes|No|20.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Bank transfer (automatic)|69.8|1540.35|No|2.0|43.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|285.0|5629.0
Female|0.0|Yes|No|60.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Electronic check|106.15|6411.25|No|0.0|33.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|496.0|1584.0
Male|0.0|Yes|Yes|72.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Electronic check|20.55|1432.55|No|0.0|1.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|23.0|616.0
Female|1.0|Yes|No|72.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|Yes|Yes|One year|Yes|Credit card (automatic)|105.75|7629.85|No|3.0|1.0|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|461.0|2856.0
Male|0.0|No|No|4.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|25.25|101.9|No|1.0|4.0|0.0|1.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|27.0|776.0
Male|0.0|Yes|Yes|16.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Electronic check|19.75|313.4|No|0.0|27.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|9.0|646.0
Female|1.0|Yes|No|62.0|Yes|Yes|Fiber optic|Yes|No|Yes|No|Yes|Yes|One year|Yes|Electronic check|104.85|6312.9|No|0.0|46.0|2.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|756.0|1784.0
Female|0.0|No|No|10.0|Yes|No|DSL|No|No|No|Yes|No|Yes|Month-to-month|Yes|Mailed check|60.95|629.55|No|1.0|12.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|662.0|4963.0
Male|0.0|No|No|31.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Electronic check|81.15|2640.55|No|0.0|59.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|378.0|139.0
Female|0.0|Yes|No|71.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Credit card (automatic)|19.1|1372.45|No|3.0|5.0|1.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|55.0|4552.0
Male|0.0|No|No|58.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|20.8|1212.25|No|1.0|52.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|200.0|718.0
Male|0.0|Yes|Yes|70.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Credit card (automatic)|90.15|6237.05|No|3.0|9.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|217.0|3368.0
